sl_no,sl_no_flag,tahsil_name,tahsil_name_flag,junior_basic_villages,junior_basic_villages_flag,junior_basic_schools,junior_basic_schools_flag,senior_basic_villages,senior_basic_villages_flag,senior_basic_schools,senior_basic_schools_flag,higher_secondary_villages,higher_secondary_villages_flag,higher_secondary_schools,higher_secondary_schools_flag,college_villages,college_villages_flag,colleges,colleges_flag,other_edu_villages,other_edu_villages_flag,other_edu_institutions,other_edu_institutions_flag,hospital_villages,hospital_villages_flag,hospitals,hospitals_flag,dispensary_villages,dispensary_villages_flag,dispensaries,dispensaries_flag,mcw_villages,mcw_villages_flag,mcw_centres,mcw_centres_flag,health_centre_villages,health_centre_villages_flag,health_centres,health_centres_flag,family_planning_villages,family_planning_villages_flag,family_planning_centres,family_planning_centres_flag,other_med_villages,other_med_villages_flag,other_med_institutions,other_med_institutions_flag,power_available_villages,power_available_villages_flag,power_not_available_villages,power_not_available_villages_flag,tap_water_villages,tap_water_villages_flag,hand_pipe_villages,hand_pipe_villages_flag,well_villages,well_villages_flag,tank_villages,tank_villages_flag,river_villages,river_villages_flag,fountain_villages,fountain_villages_flag,canal_villages,canal_villages_flag,water_fall_villages,water_fall_villages_flag,lake_villages,lake_villages_flag,tube_well_villages,tube_well_villages_flag,other_water_villages,other_water_villages_flag,no_water_villages,no_water_villages_flag,pucca_road_villages,pucca_road_villages_flag,kachcha_road_villages,kachcha_road_villages_flag,pucca_kachcha_road_villages,pucca_kachcha_road_villages_flag,other_road_villages,other_road_villages_flag,post_office_villages,post_office_villages_flag,post_offices,post_offices_flag,telegraph_office_villages,telegraph_office_villages_flag,telegraph_offices,telegraph_offices_flag,post_telegraph_villages,post_telegraph_villages_flag,post_telegraph_offices,post_telegraph_offices_flag,telephone_villages,telephone_villages_flag,telephones,telephones_flag,row_type,reference_target,requires_review,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
,,District Total (Rural),,"1,320",,"1,407",,70,,74,,21,,23,,3,,3,,3,,3,,32,,32,,26,,26,,12,,12,,3,,3,,54,,55,,1,,1,,398,,"2,440",,...,,"1,526",,"2,811",,...,,17,,...,,...,,...,,...,,41,,...,,...,,380,,"1,381",,100,,225,,277,,277,,2,,...,,...,,...,,3,,3,,TOTAL,,False,4,gonda_tehsil_1971,Gonda,Uttar Pradesh,1971,format_003,gonda_tehsil_001,gonda_tehsil_1971.pdf,ad29d8df99d34b0bdf2c60bb42fecb51579451f4648a443c308e4ef1f54d339a,293,294,276,277,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:22:10.906933+00:00
1,,Pharenda,,239,,250,,24,,24,,14,,15,,...,,...,,...,,...,,11,,11,,9,,9,,6,,6,,...,,...,,10,,10,,1,,1,,142,,494,,...,,482,,578,,...,,7,,...,,...,,...,,...,,13,,...,,...,,92,,215,,35,,102,,53,,53,,...,,...,,5,,5,,5,,5,,ORDINARY,,False,0,gorakhpur_tehsil_1971,Gorakhpur,Uttar Pradesh,1971,format_003,gorakhpur_tehsil_001,gorakhpur_tehsil_1971.pdf,e716e11722be15ef85991cea8628fc6a7cbc397bce7f85ddba0246b37c0692f3,456,457,434,435,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:23:44.206541+00:00
2,,Maharajganj,,295,,312,,31,,35,,12,,13,,2,,2,,5,,5,,6,,6,,7,,7,,5,,5,,4,,4,,18,,18,,2,,2,,183,,577,,...,,710,,702,,...,,...,,...,,...,,...,,...,,...,,...,,...,,99,,445,,132,,19,,73,,73,,...,,...,,3,,3,,3,,3,,ORDINARY,,False,1,gorakhpur_tehsil_1971,Gorakhpur,Uttar Pradesh,1971,format_003,gorakhpur_tehsil_001,gorakhpur_tehsil_1971.pdf,e716e11722be15ef85991cea8628fc6a7cbc397bce7f85ddba0246b37c0692f3,456,457,434,435,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:23:44.206541+00:00
3,,Gorakhpur,,371,,385,,54,,58,,19,,19,,7,,7,,8,,14,,15,,15,,17,,17,,7,,7,,...,,...,,8,,8,,...,,...,,396,,858,,...,,900,,"1,097",,5,,12,,...,,...,,...,,...,,27,,...,,...,,134,,661,,94,,98,,86,,86,,2,,2,,...,,...,,1,,1,,ORDINARY,,False,2,gorakhpur_tehsil_1971,Gorakhpur,Uttar Pradesh,1971,format_003,gorakhpur_tehsil_001,gorakhpur_tehsil_1971.pdf,e716e11722be15ef85991cea8628fc6a7cbc397bce7f85ddba0246b37c0692f3,456,457,434,435,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:23:44.206541+00:00
4,,Bansgaon,,394,,413,,66,,69,,18,,18,,5,,5,,7,,7,,21,,21,,15,,15,,4,,4,,2,,2,,8,,8,,2,,2,,327,,"1,639",,1,,902,,"1,641",,4,,39,,...,,...,,...,,...,,71,,...,,...,,370,,353,,69,,43,,107,,107,,...,,...,,4,,4,,2,,2,,ORDINARY,,False,3,gorakhpur_tehsil_1971,Gorakhpur,Uttar Pradesh,1971,format_003,gorakhpur_tehsil_001,gorakhpur_tehsil_1971.pdf,e716e11722be15ef85991cea8628fc6a7cbc397bce7f85ddba0246b37c0692f3,456,457,434,435,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:23:44.206541+00:00
,,District Total (Rural),,"1,299",,"1,360",,175,,186,,63,,65,,14,,14,,20,,26,,53,,53,,48,,48,,22,,22,,6,,6,,44,,44,,5,,5,,"1,048",,"3,568",,1,,"2,994",,"4,018",,9,,58,,...,,...,,...,,...,,111,,...,,...,,695,,"1,674",,330,,262,,319,,319,,2,,2,,12,,12,,11,,11,,TOTAL,,False,4,gorakhpur_tehsil_1971,Gorakhpur,Uttar Pradesh,1971,format_003,gorakhpur_tehsil_001,gorakhpur_tehsil_1971.pdf,e716e11722be15ef85991cea8628fc6a7cbc397bce7f85ddba0246b37c0692f3,456,457,434,435,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:23:44.206541+00:00
1,,Rath,,152,,164,,19,,19,,1,,1,,1,,1,,...,,...,,9,,9,,3,,3,,2,,2,,...,,...,,2,,2,,...,,...,,5,,254,,...,,3,,194,,...,,1,,...,,...,,...,,...,,...,,...,,...,,29,,159,,...,,...,,38,,38,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,0,hamirpur_tehsil_1971,Hamirpur,Uttar Pradesh,1971,format_003,hamirpur_tehsil_001,hamirpur_tehsil_1971.pdf,64b0e31ee4220f0d445d11558c98c37ee3469941b965ed11033999cfa969c1cf,154,155,134,135,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:26:07.830142+00:00
2,,Hamirpur,,102,,131,,17,,20,,2,,2,,...,,...,,1,,1,,3,,4,,7,,10,,4,,4,,...,,...,,2,,2,,...,,...,,10,,184,,...,,3,,143,,...,,8,,...,,...,,...,,...,,3,,...,,...,,47,,111,,...,,12,,30,,30,,...,,...,,3,,3,,...,,...,,ORDINARY,,False,1,hamirpur_tehsil_1971,Hamirpur,Uttar Pradesh,1971,format_003,hamirpur_tehsil_001,hamirpur_tehsil_1971.pdf,64b0e31ee4220f0d445d11558c98c37ee3469941b965ed11033999cfa969c1cf,154,155,134,135,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:26:07.830142+00:00
3,,Maudaha,,132,,153,,20,,22,,3,,3,,2,,4,,1,,2,,7,,7,,8,,8,,1,,1,,...,,...,,...,,...,,...,,...,,1,,204,,...,,1,,169,,1,,3,,...,,...,,...,,...,,...,,...,,...,,46,,124,,...,,7,,42,,42,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,2,hamirpur_tehsil_1971,Hamirpur,Uttar Pradesh,1971,format_003,hamirpur_tehsil_001,hamirpur_tehsil_1971.pdf,64b0e31ee4220f0d445d11558c98c37ee3469941b965ed11033999cfa969c1cf,154,155,134,135,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:26:07.830142+00:00
4,,Charkhari,,146,,166,,14,,15,,2,,2,,...,,...,,...,,...,,4,,4,,7,,8,,1,,1,,...,,...,,...,,...,,...,,...,,5,,271,,...,,...,,221,,...,,...,,...,,...,,...,,...,,...,,...,,...,,46,,176,,...,,8,,25,,25,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,3,hamirpur_tehsil_1971,Hamirpur,Uttar Pradesh,1971,format_003,hamirpur_tehsil_001,hamirpur_tehsil_1971.pdf,64b0e31ee4220f0d445d11558c98c37ee3469941b965ed11033999cfa969c1cf,154,155,134,135,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:26:07.830142+00:00
5,,Mahoba,,154,,183,,14,,17,,2,,2,,...,,...,,...,,...,,1,,1,,8,,8,,1,,1,,1,,1,,1,,1,,...,,...,,13,,201,,1,,2,,190,,5,,1,,...,,...,,...,,...,,...,,...,,...,,92,,145,,...,,15,,35,,35,,2,,2,,2,,2,,3,,3,,ORDINARY,,False,4,hamirpur_tehsil_1971,Hamirpur,Uttar Pradesh,1971,format_003,hamirpur_tehsil_001,hamirpur_tehsil_1971.pdf,64b0e31ee4220f0d445d11558c98c37ee3469941b965ed11033999cfa969c1cf,154,155,134,135,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:26:07.830142+00:00
,,District Total (Rural),,686,,797,,84,,93,,10,,10,,3,,5,,2,,3,,24,,25,,35,,37,,9,,9,,...,,...,,5,,5,,...,,...,,34,,"1,114",,1,,9,,917,,6,,13,,...,,...,,...,,...,,3,,...,,...,,260,,715,,...,,42,,170,,170,,2,,2,,9,,9,,4,,4,,TOTAL,,False,5,hamirpur_tehsil_1971,Hamirpur,Uttar Pradesh,1971,format_003,hamirpur_tehsil_001,hamirpur_tehsil_1971.pdf,64b0e31ee4220f0d445d11558c98c37ee3469941b965ed11033999cfa969c1cf,154,155,134,135,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:26:07.830142+00:00
1,,Shahabad,,219,,223,,15,,15,,3,,3,,2,,2,,...,,...,,...,,...,,11,,11,,...,,...,,...,,...,,4,,4,,...,,...,,43,,374,,...,,3,,415,,...,,...,,...,,...,,...,,...,,1,,...,,...,,60,,351,,...,,...,,55,,55,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,0,hardoi_tehsil_1971,Hardoi,Uttar Pradesh,1971,format_003,hardoi_tehsil_001,hardoi_tehsil_1971.pdf,5b5c72ba0a8994c1d128898671aed7cfd923172df6901a00ac00fb5dafedbfc3,228,229,204,205,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:31:14.271191+00:00
2,,Hardoi,,244,,268,,25,,25,,2,,2,,...,,...,,...,,...,,9,,10,,...,,...,,1,,1,,...,,...,,3,,3,,...,,...,,68,,424,,...,,33,,471,,4,,...,,...,,1,,...,,...,,1,,...,,...,,165,,247,,...,,...,,49,,49,,...,,...,,3,,3,,...,,...,,ORDINARY,,False,1,hardoi_tehsil_1971,Hardoi,Uttar Pradesh,1971,format_003,hardoi_tehsil_001,hardoi_tehsil_1971.pdf,5b5c72ba0a8994c1d128898671aed7cfd923172df6901a00ac00fb5dafedbfc3,228,229,204,205,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:31:14.271191+00:00
3,,Bilgram,,235,,252,,19,,21,,12,,12,,...,,...,,...,,...,,8,,8,,1,,1,,3,,3,,...,,...,,5,,5,,...,,...,,97,,415,,...,,4,,475,,5,,6,,...,,...,,...,,...,,...,,...,,...,,69,,191,,...,,...,,50,,50,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,2,hardoi_tehsil_1971,Hardoi,Uttar Pradesh,1971,format_003,hardoi_tehsil_001,hardoi_tehsil_1971.pdf,5b5c72ba0a8994c1d128898671aed7cfd923172df6901a00ac00fb5dafedbfc3,228,229,204,205,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:31:14.271191+00:00
4,,Sandila,,206,,225,,17,,18,,8,,8,,...,,...,,...,,...,,5,,5,,1,,1,,14,,14,,4,,4,,1,,1,,...,,...,,60,,502,,...,,88,,510,,...,,...,,...,,...,,...,,...,,...,,...,,...,,61,,474,,...,,...,,54,,55,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,3,hardoi_tehsil_1971,Hardoi,Uttar Pradesh,1971,format_003,hardoi_tehsil_001,hardoi_tehsil_1971.pdf,5b5c72ba0a8994c1d128898671aed7cfd923172df6901a00ac00fb5dafedbfc3,228,229,204,205,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:31:14.271191+00:00
,,District Total,,904,,968,,76,,79,,25,,25,,2,,2,,...,,...,,22,,23,,13,,13,,18,,18,,4,,4,,15,,13,,...,,...,,268,,"1,715",,...,,128,,"1,871",,9,,6,,...,,1,,...,,...,,2,,...,,...,,335,,"1,263",,...,,...,,208,,209,,...,,...,,6,,6,,...,,...,,TOTAL,,False,4,hardoi_tehsil_1971,Hardoi,Uttar Pradesh,1971,format_003,hardoi_tehsil_001,hardoi_tehsil_1971.pdf,5b5c72ba0a8994c1d128898671aed7cfd923172df6901a00ac00fb5dafedbfc3,228,229,204,205,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:31:14.271191+00:00
1,,Jalaun,,234,,260,,34,,36,,8,,8,,...,,...,,2,,2,,10,,10,,4,,4,,9,,9,,...,,...,,3,,3,,5,,5,,35,,407,,...,,3,,371,,4,,3,,...,,...,,...,,...,,...,,...,,61,,82,,164,,17,,1,,52,,52,,...,,...,,3,,3,,...,,...,,ORDINARY,,False,0,jalaun_tehsil_1971,Jalaun,Uttar Pradesh,1971,format_003,jalaun_tehsil_001,jalaun_tehsil_1971.pdf,71713fde65da703126e470f2a5b6360bc4f114c1b6a00b4a598524bf2a561417,149,150,130,131,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:34:43.434821+00:00
2,,Konch,,148,,158,,20,,20,,2,,2,,1,,1,,...,,...,,8,,8,,...,,...,,3,,3,,1,,1,,2,,2,,...,,...,,20,,295,,3,,250,,21,,4,,...,,...,,...,,...,,...,,...,,...,,37,,35,,71,,3,,11,,33,,33,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,1,jalaun_tehsil_1971,Jalaun,Uttar Pradesh,1971,format_003,jalaun_tehsil_001,jalaun_tehsil_1971.pdf,71713fde65da703126e470f2a5b6360bc4f114c1b6a00b4a598524bf2a561417,149,150,130,131,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:34:43.434821+00:00
3,,Orai,,95,,110,,9,,9,,9,,9,,...,,...,,1,,1,,5,,5,,1,,1,,4,,4,,...,,...,,...,,...,,...,,...,,12,,145,,...,,...,,122,,...,,10,,1,,...,,...,,...,,...,,...,,24,,32,,80,,10,,3,,21,,21,,...,,...,,3,,3,,1,,1,,ORDINARY,,False,2,jalaun_tehsil_1971,Jalaun,Uttar Pradesh,1971,format_003,jalaun_tehsil_001,jalaun_tehsil_1971.pdf,71713fde65da703126e470f2a5b6360bc4f114c1b6a00b4a598524bf2a561417,149,150,130,131,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:34:43.434821+00:00
4,,Kalpi,,118,,126,,23,,26,,3,,3,,...,,...,,...,,...,,9,,9,,3,,3,,4,,4,,...,,...,,2,,2,,...,,...,,7,,235,,...,,2,,197,,7,,9,,...,,...,,...,,...,,...,,1,,26,,20,,77,,11,,10,,28,,28,,...,,...,,3,,3,,2,,2,,ORDINARY,,False,3,jalaun_tehsil_1971,Jalaun,Uttar Pradesh,1971,format_003,jalaun_tehsil_001,jalaun_tehsil_1971.pdf,71713fde65da703126e470f2a5b6360bc4f114c1b6a00b4a598524bf2a561417,149,150,130,131,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:34:43.434821+00:00
,,District Total (Rural),,595,,654,,86,,91,,22,,22,,1,,1,,3,,3,,32,,32,,8,,8,,20,,20,,1,,1,,7,,7,,5,,5,,74,,"1,082",,3,,255,,711,,15,,22,,1,,...,,...,,...,,...,,1,,148,,169,,392,,41,,25,,134,,134,,...,,...,,10,,10,,3,,3,,TOTAL,,False,4,jalaun_tehsil_1971,Jalaun,Uttar Pradesh,1971,format_003,jalaun_tehsil_001,jalaun_tehsil_1971.pdf,71713fde65da703126e470f2a5b6360bc4f114c1b6a00b4a598524bf2a561417,149,150,130,131,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:34:43.434821+00:00
1,,Shahganj,,178,,191,,38,,39,,11,,11,,2,,2,,2,,2,,10,,10,,2,,2,,5,,5,,3,,3,,3,,3,,...,,...,,148,,592,,...,,302,,686,,...,,3,,...,,13,,...,,...,,4,,...,,...,,208,,225,,8,,100,,46,,46,,...,,...,,5,,5,,2,,2,,ORDINARY,,False,0,jaunpur_tehsil_1971,Jaunpur,Uttar Pradesh,1971,format_003,jaunpur_tehsil_001,jaunpur_tehsil_1971.pdf,586e071789cf552e03f3297d04381fb80a77f29f2615e4fc883d3c9f1c40145e,354,355,334,335,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:37:41.171197+00:00
2,,Machhli shahr,,171,,173,,28,,28,,7,,8,,...,,...,,5,,5,,3,,3,,8,,8,,...,,...,,...,,...,,4,,4,,...,,...,,41,,612,,...,,...,,638,,...,,...,,...,,...,,...,,...,,...,,...,,...,,116,,145,,6,,32,,27,,27,,...,,...,,4,,4,,...,,...,,ORDINARY,,False,1,jaunpur_tehsil_1971,Jaunpur,Uttar Pradesh,1971,format_003,jaunpur_tehsil_001,jaunpur_tehsil_1971.pdf,586e071789cf552e03f3297d04381fb80a77f29f2615e4fc883d3c9f1c40145e,354,355,334,335,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:37:41.171197+00:00
3,,Jaunpur,,170,,172,,33,,33,,7,,7,,...,,...,,3,,3,,7,,7,,...,,...,,...,,...,,...,,...,,...,,...,,...,,...,,168,,637,,...,,...,,751,,...,,...,,...,,...,,...,,...,,...,,...,,...,,199,,529,,...,,87,,48,,48,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,2,jaunpur_tehsil_1971,Jaunpur,Uttar Pradesh,1971,format_003,jaunpur_tehsil_001,jaunpur_tehsil_1971.pdf,586e071789cf552e03f3297d04381fb80a77f29f2615e4fc883d3c9f1c40145e,354,355,334,335,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:37:41.171197+00:00
4,,Mariahu,,179,,187,,29,,30,,16,,16,,...,,...,,...,,...,,5,,5,,6,,6,,...,,...,,...,,...,,2,,2,,...,,...,,114,,610,,...,,257,,688,,...,,2,,...,,...,,...,,...,,...,,...,,...,,98,,519,,5,,107,,42,,42,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,3,jaunpur_tehsil_1971,Jaunpur,Uttar Pradesh,1971,format_003,jaunpur_tehsil_001,jaunpur_tehsil_1971.pdf,586e071789cf552e03f3297d04381fb80a77f29f2615e4fc883d3c9f1c40145e,354,355,334,335,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:37:41.171197+00:00
5,,Kerakat,,175,,175,,41,,41,,7,,7,,...,,...,,...,,...,,3,,3,,9,,9,,1,,1,,1,,1,,1,,1,,...,,...,,203,,277,,...,,32,,471,,...,,19,,...,,3,,...,,...,,...,,...,,...,,49,,132,,7,,130,,49,,49,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,4,jaunpur_tehsil_1971,Jaunpur,Uttar Pradesh,1971,format_003,jaunpur_tehsil_001,jaunpur_tehsil_1971.pdf,586e071789cf552e03f3297d04381fb80a77f29f2615e4fc883d3c9f1c40145e,354,355,334,335,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:37:41.171197+00:00
,,District Total (Rural),,873,,898,,169,,171,,48,,49,,2,,2,,10,,10,,28,,28,,25,,25,,6,,6,,4,,4,,6,,6,,...,,...,,674,,"2,728",,...,,591,,"3,234",,...,,24,,...,,16,,...,,...,,4,,...,,...,,670,,"1,550",,26,,456,,212,,212,,...,,...,,11,,11,,2,,2,,TOTAL,,False,5,jaunpur_tehsil_1971,Jaunpur,Uttar Pradesh,1971,format_003,jaunpur_tehsil_001,jaunpur_tehsil_1971.pdf,586e071789cf552e03f3297d04381fb80a77f29f2615e4fc883d3c9f1c40145e,354,355,334,335,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:37:41.171197+00:00
1,,Moth,,142,,156,,25,,29,,...,,...,,...,,...,,...,,...,,6,,6,,...,,...,,4,,4,,...,,...,,3,,3,,...,,...,,27,,241,,...,,...,,222,,...,,5,,...,,1,,...,,...,,...,,...,,...,,48,,60,,...,,6,,28,,28,,...,,...,,2,,2,,...,,...,,ORDINARY,,False,0,jhansi_tehsil_1971,Jhansi,Uttar Pradesh,1971,format_003,jhansi_tehsil_001,jhansi_tehsil_1971.pdf,797241adbf103c5130804f17f054a15a4e0926b2d0f266c7cb45c2915fec8171,209,210,184,185,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:45:26.121181+00:00
2,,Garautha,,145,,154,,26,,26,,4,,4,,...,,...,,...,,...,,7,,7,,1,,1,,3,,3,,1,,1,,...,,...,,...,,...,,...,,233,,...,,1,,207,,...,,4,,...,,...,,...,,...,,...,,...,,...,,73,,116,,2,,13,,29,,29,,...,,...,,3,,3,,3,,3,,ORDINARY,,False,1,jhansi_tehsil_1971,Jhansi,Uttar Pradesh,1971,format_003,jhansi_tehsil_001,jhansi_tehsil_1971.pdf,797241adbf103c5130804f17f054a15a4e0926b2d0f266c7cb45c2915fec8171,209,210,184,185,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:45:26.121181+00:00
3,,Lalitpur,,198,,198,,22,,22,,1,,1,,...,,...,,...,,...,,4,,4,,...,,...,,1,,1,,1,,1,,1,,1,,...,,...,,3,,408,,...,,4,,362,,...,,...,,...,,...,,...,,...,,...,,...,,...,,57,,307,,...,,10,,61,,61,,...,,...,,1,,1,,...,,...,,ORDINARY,,False,2,jhansi_tehsil_1971,Jhansi,Uttar Pradesh,1971,format_003,jhansi_tehsil_001,jhansi_tehsil_1971.pdf,797241adbf103c5130804f17f054a15a4e0926b2d0f266c7cb45c2915fec8171,209,210,184,185,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:45:26.121181+00:00
4,,Jhansi,,122,,126,,14,,14,,5,,5,,...,,...,,...,,...,,13,,13,,...,,...,,2,,2,,1,,1,,1,,1,,...,,...,,11,,167,,...,,32,,156,,...,,6,,...,,1,,...,,...,,...,,...,,...,,61,,71,,4,,23,,36,,36,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,3,jhansi_tehsil_1971,Jhansi,Uttar Pradesh,1971,format_003,jhansi_tehsil_001,jhansi_tehsil_1971.pdf,797241adbf103c5130804f17f054a15a4e0926b2d0f266c7cb45c2915fec8171,209,210,184,185,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:45:26.121181+00:00
